Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Shipping Address,Billing Address,Is Fraudulent,Account Age Days,Transaction Hour
47035b8c-f693-42a8-b2ac-24649c793ec5,8deaf1d4-7a7a-4a71-9e04-b66949f90cf1,404.68,2024-03-27 06:02:04,debit card,toys & games,5,37,Lake Christine,tablet,32.253.213.201,"956 Alvarez Tunnel
Quinnview, NC 65232","956 Alvarez Tunnel
Quinnview, NC 65232",1,4,6
6d7d5dac-ffb9-41f3-b714-cc560c6fad12,cff80d4b-4af8-455d-b6a5-63f8d2524e2f,16.82,2024-01-14 14:50:23,credit card,electronics,5,32,New Catherine,mobile,140.146.52.36,"756 Christina Branch
Linport, SC 71286","756 Christina Branch
Linport, SC 71286",0,308,14
cf3f9a31-1b0e-4e81-a3cb-cf99212bcd15,aa2a8d66-667a-4c4c-a5ed-d8dbaf9d15a3,579.7,2024-03-24 11:46:29,PayPal,health & beauty,1,24,East Aliciaview,desktop,221.240.114.5,"80218 Rosario Alley
North Rebecca, NH 77115","80218 Rosario Alley
North Rebecca, NH 77115",0,45,11
1bc82226-761a-4ce1-80c3-dfef22507613,00546041-d0f0-4048-9914-dfafa9dca49b,38.08,2024-02-11 04:06:26,bank transfer,toys & games,3,20,Deckerstad,desktop,184.172.99.0,"52806 Amy Track Apt. 686
Turnerton, NH 02360","52806 Amy Track Apt. 686
Turnerton, NH 02360",0,351,4
63d8d2ce-25f4-43ad-824b-dcc4c9230669,3e21d3b7-63d5-499e-a8ed-9931e25d98ac,290.66,2024-03-23 16:49:15,credit card,toys & games,1,23,North Matthew,mobile,163.147.108.191,"77933 Smith Skyway Suite 451
Dawnhaven, MH 05130","77933 Smith Skyway Suite 451
Dawnhaven, MH 05130",0,289,16
d7dcfda0-ce1f-4d92-854c-a88c00992bde,c1e2b90b-afb9-461f-bc02-9355e8814834,184.01,2024-02-18 20:50:34,PayPal,toys & games,5,41,Lake Amandaland,mobile,176.80.255.218,"4088 Timothy Glen Suite 530
Port Brandonview, MA 82224","4088 Timothy Glen Suite 530
Port Brandonview, MA 82224",0,35,20
90ba03c1-eaaa-4e82-a960-3f563b47be33,7cb0da62-9ea0-49ca-a65a-91e26657786c,221.91,2024-01-29 15:52:43,bank transfer,clothing,5,27,North Susan,tablet,64.209.69.61,"06195 Moore Rue Suite 864
Erikberg, ID 77235","06195 Moore Rue Suite 864
Erikberg, ID 77235",1,20,15
8a6d7a3c-07a2-49f8-8b61-ec5c10f517e2,a071424e-e2b0-45f4-85ea-e7ebc75b1ff0,35.56,2024-01-25 10:58:08,credit card,health & beauty,2,41,Elizabethside,desktop,78.208.66.118,"79806 Kelsey Overpass
Melissamouth, RI 27666","79806 Kelsey Overpass
Melissamouth, RI 27666",0,124,10
8df5ac07-52e7-4e8e-acbf-078675ea9856,a9a88143-a252-4ef9-af7d-17006b3ad4ca,90.72,2024-02-18 02:18:18,bank transfer,health & beauty,5,47,Anthonyshire,tablet,108.238.219.196,"Unit 8144 Box 4457
DPO AE 05915","Unit 8144 Box 4457
DPO AE 05915",0,78,2
c53416dc-ca53-4914-914c-15474f65a559,4b637942-9dbe-4b21-9756-cdae4026321e,435.86,2024-02-19 08:23:06,credit card,home & garden,2,20,Braunside,desktop,176.14.87.24,"Unit 3060 Box 3617
DPO AA 51810","Unit 3060 Box 3617
DPO AA 51810",0,336,8
1131bb92-6bf3-4419-8b02-562ae5f557a5,768c8c4a-ee33-48c0-896a-2fd92563c269,14.87,2024-01-17 00:41:59,bank transfer,electronics,5,24,Port Abigailview,tablet,64.169.69.100,"243 Austin Turnpike
East Jamesland, MT 32742","243 Austin Turnpike
East Jamesland, MT 32742",0,44,0
35d7a2c5-c3a4-445e-a7c5-8a9997374dc6,aacad3c0-4f94-4fcf-b35c-1f707ce5af83,107.08,2024-01-21 17:07:03,credit card,clothing,4,35,Port Nicoleside,tablet,2.59.201.238,"662 Brian Stravenue Suite 529
Kristinshire, NJ 89713","662 Brian Stravenue Suite 529
Kristinshire, NJ 89713",0,65,17
8aa4c8c0-0fce-4e3a-95ad-941c20be79df,8af997a9-7a0f-43e7-afa0-81ef7427c43b,233.73,2024-02-25 19:54:09,bank transfer,health & beauty,1,45,Lake Adamfurt,mobile,78.184.65.117,"81625 Frazier Ferry
North Pamelaland, MI 89343","81625 Frazier Ferry
North Pamelaland, MI 89343",0,199,19
1fd20e0d-7a04-4f21-a8c6-88f313ca26f8,1bd2f504-3eac-4f6e-ac14-b8b46434b12d,144.85,2024-02-12 09:20:16,PayPal,toys & games,1,38,Jessicamouth,tablet,73.199.66.162,"438 Scott Island
South Kimborough, WV 77933","438 Scott Island
South Kimborough, WV 77933",0,191,9
e14228a1-ad5c-49a5-9782-d7abcfc08e72,ef49c580-40de-428d-ada7-511f3fba74cc,19.43,2024-01-12 21:48:52,PayPal,home & garden,5,43,Josephhaven,mobile,105.241.159.116,"152 Molina Villages
South Amybury, WA 77791","152 Molina Villages
South Amybury, WA 77791",0,74,21
71e6713a-7342-48bc-8a95-90d553f25b15,8baee8a2-3cd1-4819-a251-c2556bf754ac,63.72,2024-02-04 12:02:34,credit card,electronics,4,48,Lozanoview,tablet,47.62.86.249,"95341 Kristen Lights
Port Suzanneview, AL 41419","95341 Kristen Lights
Port Suzanneview, AL 41419",0,3,12
b8a4ed7b-3fe9-415d-ae53-78e2b3d73791,918a0b34-30ef-4119-9037-327f441b6e83,1058.62,2024-02-05 17:02:34,bank transfer,home & garden,5,28,New Antonio,mobile,47.173.232.213,"284 Veronica Springs
Sheilamouth, RI 08392","284 Veronica Springs
Sheilamouth, RI 08392",0,1,17
d8ea2105-7692-4660-8ce3-5c199f33945e,7570df1a-df44-4786-aac0-974d3a7d8574,17.82,2024-02-06 16:17:01,PayPal,clothing,2,32,North Erikaton,desktop,163.136.3.41,"0057 Stephen Spur Suite 162
Lake Martinhaven, MH 48079","0057 Stephen Spur Suite 162
Lake Martinhaven, MH 48079",0,71,16
47a182cf-9a5c-4f2f-bd67-2cb0a82e0f42,cebee771-e5f3-475e-b74e-0ed9d7a1a2c3,20.5,2024-01-09 22:06:52,credit card,toys & games,3,40,Lake Dennis,mobile,152.249.45.23,"USCGC Stuart
FPO AA 19368","USCGC Stuart
FPO AA 19368",0,106,22
e43d7f04-56e9-4e11-b7b6-ddad33b3fe30,cefc2e79-6f00-4cfe-8761-8534aa765279,62.93,2024-03-28 05:28:43,bank transfer,home & garden,1,33,Williamschester,mobile,82.163.130.140,"77526 Gregory Cape Suite 237
Bradleyfurt, WA 48904","77526 Gregory Cape Suite 237
Bradleyfurt, WA 48904",0,311,5
c70f1488-aa0f-4598-b507-e64724155a1d,54535fb5-1a73-4efe-8bd2-3abee269c044,44.79,2024-01-14 16:45:41,PayPal,toys & games,2,37,East Zacharystad,mobile,16.117.176.232,"6461 Huffman Parkways
East Melanieshire, MI 90184","6461 Huffman Parkways
East Melanieshire, MI 90184",0,2,16
7132dde0-6542-4fe0-b494-3a286fcaefac,e04ae55b-37d4-4c33-8d00-f14132935d11,88.19,2024-01-23 21:38:31,credit card,toys & games,4,29,South Ravenmouth,tablet,42.168.184.200,"75388 Brown Causeway Suite 884
Port Jeff, AL 83841","75388 Brown Causeway Suite 884
Port Jeff, AL 83841",0,147,21
6d4f7b35-764e-4bcc-bacb-d30a2f20321d,62f49856-6c4a-434f-a10e-cbccb63c64a4,173.06,2024-02-25 18:54:33,debit card,electronics,4,29,Herreraburgh,desktop,8.41.115.45,"16978 Wilson Ridge Suite 369
Kenthaven, FM 41409","16978 Wilson Ridge Suite 369
Kenthaven, FM 41409",0,357,18
26b5663e-069d-4e47-a230-79080c015d9d,e60ea1a4-a394-425d-a10f-e3d6b2fe34a4,60.16,2024-01-18 20:01:54,PayPal,home & garden,5,30,Mitchellmouth,tablet,125.131.12.241,"PSC 8146, Box 9425
APO AE 45949","PSC 8146, Box 9425
APO AE 45949",0,259,20
e1706c68-667d-4eac-bedf-a1e36d173175,b62ce234-32fc-4295-871f-a9a257726193,224.28,2024-01-03 21:33:47,bank transfer,toys & games,2,33,Port Dustinfurt,tablet,59.168.56.177,"0335 Bentley Knoll Apt. 616
East Rhonda, WY 24339","0335 Bentley Knoll Apt. 616
East Rhonda, WY 24339",0,167,21
a615123f-9093-484c-a781-f71a1ddae07b,437e043b-7304-4585-8da4-fbcbacc962d9,140.56,2024-01-04 02:46:52,PayPal,clothing,1,35,South Robertville,desktop,141.1.142.92,"527 Angela Field Suite 644
Greenmouth, OK 77092","527 Angela Field Suite 644
Greenmouth, OK 77092",0,27,2
b816a960-d470-4364-8b46-d067d894029c,3ceda9a5-19f7-4cd1-8a0e-cd70082f3bd3,11.33,2024-02-23 09:32:27,credit card,health & beauty,3,51,Piercemouth,tablet,6.8.187.222,"USCGC Briggs
FPO AP 70972","70712 Jessica Stream
South Darrylview, NC 67979",0,54,9
9f756e72-7233-4b51-baa3-e0bb7530971a,c684eddd-e76d-4f0d-a00f-deb59a2588d0,221.71,2024-03-01 08:37:13,credit card,toys & games,5,38,Joshuachester,desktop,157.111.130.250,"665 Amber Rapid Apt. 203
Stevenview, UT 58398","56206 Bradley Prairie
Lake Matthew, GA 03824",0,144,8
15d6e5c2-57ab-4e71-be24-a52ae10f47f5,e232850e-6bc4-4109-aa8e-c605cbda8caf,177.66,2024-01-23 22:10:42,bank transfer,clothing,5,25,Garrettberg,tablet,208.220.225.88,"142 Armstrong Overpass
Natalieland, NV 05633","142 Armstrong Overpass
Natalieland, NV 05633",0,129,22
3e233de9-04e9-4304-a9e4-5a50573dea2d,827aa349-9ba5-46f9-b55e-cb2bc422ad17,254.43,2024-01-05 08:32:48,debit card,health & beauty,3,29,North Ashley,tablet,113.187.57.158,"46917 Patrick Path Apt. 444
Charlesview, AL 35644","601 Atkins Views
West Alexandraside, FL 69334",0,21,8
d676bd7c-f06e-44a8-af40-7e3e114178a5,2ea5bfb1-ef60-494d-9ae2-ec7892a9ca75,66.57,2024-02-05 02:09:24,bank transfer,home & garden,2,48,West Brian,mobile,110.165.37.37,"89964 Lewis Haven Suite 381
Jenkinshaven, NV 68502","89964 Lewis Haven Suite 381
Jenkinshaven, NV 68502",0,10,2
f0972310-569c-4c7a-8c55-00614b2aaa9c,2c773d74-ddc7-46a9-95e0-a64deb462c0d,119.36,2024-03-04 06:29:45,PayPal,clothing,2,21,Lake Johnshire,tablet,141.117.71.83,"341 Rebecca Gardens Apt. 929
East Tracieview, AR 55935","341 Rebecca Gardens Apt. 929
East Tracieview, AR 55935",0,127,6
29c99bb9-a2e4-4c5b-91b5-ee17ad322bb5,fb6bd33b-d066-4780-b201-8d5ca91d777d,44.91,2024-03-10 04:56:40,PayPal,toys & games,5,29,North Billy,desktop,26.156.39.194,"3848 Sean Court
East Janet, PW 35196","3848 Sean Court
East Janet, PW 35196",0,302,4
3e807da0-a87e-483a-8398-6a4511523f92,770b6164-0c47-4157-847a-6337dee66fcd,413.57,2024-02-02 13:26:53,PayPal,clothing,3,22,North Abigailfort,desktop,128.77.142.148,"86078 Eric Meadows Suite 284
South Erika, CT 95814","86078 Eric Meadows Suite 284
South Erika, CT 95814",0,362,13
fabb0b35-8b7d-482b-85e6-12a2732b4e5c,c77f49fb-617b-4798-8914-5223976a1fbd,13.93,2024-02-01 12:38:33,bank transfer,electronics,5,50,North Omar,tablet,117.246.16.140,"92932 Benjamin Ridges
New Juan, PA 82241","92932 Benjamin Ridges
New Juan, PA 82241",0,300,12
0e37aa50-a680-4c87-91fa-c2a6328d646b,2d1375ab-ffcb-4075-936f-79e07a186625,107.82,2024-01-08 11:37:24,PayPal,electronics,4,22,South Christine,desktop,88.145.243.168,"89819 Melissa Spurs
Josephville, PW 72575","89819 Melissa Spurs
Josephville, PW 72575",0,75,11
76ae0866-6906-4e6e-b6d4-b66aab22da74,332e55fb-fbbb-42b1-b9bb-b6cbd0b08abe,533.88,2024-03-01 13:49:37,bank transfer,home & garden,2,35,West Russelltown,tablet,158.1.32.152,"2924 Watkins Burg
Lisaland, OH 48132","2924 Watkins Burg
Lisaland, OH 48132",0,156,13
b365d99e-1549-4780-9c9c-25eff749d27c,8d65664f-53d6-4a5b-917e-f185c3db465b,68.44,2024-03-01 01:47:37,PayPal,health & beauty,2,32,East Zacharyland,mobile,211.192.14.192,"29646 Mitchell Trail Suite 460
West Debra, PR 20662","29646 Mitchell Trail Suite 460
West Debra, PR 20662",0,4,1
da49a4b2-996f-4efd-9cdb-a40e79b504ec,af6840c4-ccfa-4162-8b4b-5d95bff029e0,37.87,2024-02-22 11:38:54,PayPal,clothing,4,55,Spearsfort,tablet,76.180.237.146,"74111 Norma Wells
New Kimshire, IL 35978","74111 Norma Wells
New Kimshire, IL 35978",0,16,11
ad3badc1-1c55-4f35-a665-22a5fe2401ba,c08127ab-36c0-4dc4-9b25-9cbea2a6601e,143.46,2024-03-16 05:25:28,PayPal,electronics,1,30,Murphyborough,mobile,177.63.19.145,"38199 Deborah Spring Apt. 997
Lake Matthewfort, WA 04252","38199 Deborah Spring Apt. 997
Lake Matthewfort, WA 04252",0,222,5
348e534b-d9e6-44f5-ad44-70cd73717592,e6fd6365-f038-475e-8c1e-1383d0ab20e0,27.48,2024-03-27 15:40:52,bank transfer,toys & games,3,21,Port Elizabethberg,tablet,184.53.105.128,"USCGC Berry
FPO AA 65834","USCGC Berry
FPO AA 65834",0,195,15
1330a864-37ac-4c8a-b631-00697f19592c,860c119a-7fed-4a82-b837-af5b43c67397,571.76,2024-02-19 14:06:27,bank transfer,health & beauty,5,31,Pattersonmouth,desktop,131.170.162.204,"2652 Jessica Avenue Suite 685
Port Sandraview, NC 84343","2652 Jessica Avenue Suite 685
Port Sandraview, NC 84343",0,55,14
e7f3654f-076d-4a15-a1f8-74069c8a2f0e,7b61d7f8-4738-4d68-87cb-39f62daee22b,315.2,2024-01-22 09:47:55,bank transfer,health & beauty,2,33,Port Brian,mobile,13.229.243.171,"8497 Ryan Bypass Apt. 698
North Isaacview, WV 83522","8497 Ryan Bypass Apt. 698
North Isaacview, WV 83522",0,291,9
f8dd63b2-bb1e-476b-ab14-b0b3347f2212,26fddb47-ec5d-46ad-89d6-b71a28e86eb8,289.04,2024-03-10 20:27:28,PayPal,home & garden,1,45,Angelicahaven,tablet,21.166.42.109,"9513 Glover Mission
North Erichaven, AK 37990","9513 Glover Mission
North Erichaven, AK 37990",0,73,20
7c4fec7f-5178-45d9-87c0-17655050d2f8,7388cb13-714e-4ee3-8d41-18a347758fa4,252.8,2024-01-29 11:11:54,bank transfer,clothing,4,27,Dianamouth,mobile,12.244.15.213,"295 Johnston Stream
Karenview, WA 94191","295 Johnston Stream
Karenview, WA 94191",1,21,3
c3996212-56c0-4be1-b999-4ce864c213e3,c2756f6f-ebe9-45bc-838e-378ff6140a2b,166.9,2024-02-10 14:44:29,PayPal,clothing,1,23,Cooperfurt,mobile,60.41.206.116,"5124 James Lodge
Port Haleymouth, CT 70092","5124 James Lodge
Port Haleymouth, CT 70092",0,318,14
0bee51e7-db86-4df8-93d8-082d9e2f1744,8526af2d-97bf-451f-96d3-6110208d2710,81.54,2024-04-03 03:17:11,debit card,health & beauty,3,19,Lake Kathleen,tablet,30.165.101.252,"78419 Crystal Harbors Apt. 771
Port Daniel, CT 67756","78419 Crystal Harbors Apt. 771
Port Daniel, CT 67756",0,202,3
8c682021-871b-4e08-bbd5-a90304072487,4a6ea671-be2c-4e17-8c9f-28e02e93a1ff,710.46,2024-03-23 18:31:42,debit card,electronics,4,32,Josephview,desktop,158.111.59.74,"1083 James Circles
Port William, HI 32492","1083 James Circles
Port William, HI 32492",0,92,18
101981e3-a6cc-4c9d-a969-ccd6034ee614,3c82bf19-9b81-4425-8f1b-fea6b523c4bd,107.16,2024-01-30 17:59:42,debit card,electronics,2,21,Jacobhaven,tablet,139.1.180.210,"2451 Rebecca Neck Apt. 141
Ritaborough, OR 92692","2451 Rebecca Neck Apt. 141
Ritaborough, OR 92692",0,354,17
9f51324a-6e72-4baf-beb0-d596c7f47acf,6fc37569-d474-454b-8ae5-c498e7fdaf74,96.88,2024-03-28 19:46:10,credit card,clothing,4,37,Michaelport,mobile,193.138.77.220,"3518 Garza Glens
North Sarah, AK 04096","3518 Garza Glens
North Sarah, AK 04096",0,228,19
3bf26ebc-d246-4547-9f5b-41a4505219a4,8c8cc546-2efc-427f-bad9-4b0bb37981e8,208.0,2024-01-28 18:32:26,debit card,home & garden,4,29,East Peggymouth,desktop,58.26.93.110,"755 Terrell Center Suite 205
Port Willie, MT 80162","755 Terrell Center Suite 205
Port Willie, MT 80162",0,31,18
af172cef-12ad-4d20-b34a-ed5f1a7377e0,b9484759-5c3d-45a3-ab4e-489e6f1f510e,117.28,2024-02-22 11:22:16,PayPal,electronics,5,30,North Brianchester,tablet,218.166.180.232,"470 Mcfarland Islands Apt. 568
Goodfurt, ND 63038","470 Mcfarland Islands Apt. 568
Goodfurt, ND 63038",1,341,11
bda9c19c-c4b6-4bd6-a5c5-f008f9f3b21e,3a5b0b7e-6644-4899-9077-515ebd19b9c1,96.49,2024-02-28 17:59:50,bank transfer,health & beauty,3,28,Gatesport,mobile,83.203.126.48,"4985 Jones Squares Apt. 555
Perezstad, KY 93379","4985 Jones Squares Apt. 555
Perezstad, KY 93379",0,279,17
28cfbb56-5ffb-4c04-825b-e5a1c99efd92,8c79058f-646d-4b25-8a7c-e279d022edc4,12.86,2024-04-01 06:57:55,credit card,toys & games,2,52,Port Ronnieland,mobile,49.55.5.46,"8803 Mason Burg Apt. 160
Matthewbury, AK 48501","8803 Mason Burg Apt. 160
Matthewbury, AK 48501",0,337,6
8c70fa80-dfbf-44a6-bb54-717038fc1af0,11b1eee5-9bd4-4c6b-9999-969debac1ac5,300.9,2024-02-29 20:13:23,bank transfer,electronics,5,36,New Markview,tablet,6.16.252.192,"8411 Cooper Crescent Suite 449
Brownberg, WA 22289","8411 Cooper Crescent Suite 449
Brownberg, WA 22289",0,227,20
266e7413-67dd-4fab-b9f8-0e226eadf2e8,9a4e06e8-ba77-4355-9026-04768f5c0d51,144.58,2024-02-22 12:24:54,debit card,health & beauty,5,42,Glennshire,tablet,122.51.108.190,"4163 Jones Causeway
East Matthew, OR 51134","4163 Jones Causeway
East Matthew, OR 51134",0,123,12
d00c6138-8030-4c72-93d7-ba970e2f483a,d1bdc84d-fafb-49cb-85f3-7f65b6ffb560,91.72,2024-02-11 15:32:31,PayPal,toys & games,2,37,East Anne,mobile,169.76.235.75,"280 William Junction
Laurenhaven, AL 15877","280 William Junction
Laurenhaven, AL 15877",0,2,15
53d85bc2-3d4a-4eb3-98c6-fd9124892dc3,f414933b-903f-40a8-9700-140ba30578a3,182.29,2024-03-24 15:58:27,credit card,clothing,1,30,Justinfort,desktop,223.240.39.171,"513 Castillo Corners
Cynthiastad, PR 48392","513 Castillo Corners
Cynthiastad, PR 48392",0,208,15
d3748d8a-efbe-44f1-a0d5-fbf1cd3f5f68,1292f967-f9fe-4849-81f7-0bd3eec4a04e,81.83,2024-03-03 18:26:28,bank transfer,toys & games,1,29,South Michaelborough,mobile,190.55.190.132,"572 James Fort Suite 095
Crossborough, CA 69976","572 James Fort Suite 095
Crossborough, CA 69976",0,306,18
bd603805-891e-4f70-b0fc-274c4844415f,e0ef8793-c86a-46e9-8b4b-5a0ee4dd3a5c,23.96,2024-02-01 07:41:39,PayPal,clothing,1,20,South Kristina,desktop,111.144.2.130,"PSC 1991, Box 5044
APO AP 51858","PSC 1991, Box 5044
APO AP 51858",0,267,7
19acc8de-ab29-4242-be0e-f13b4b3d2a4e,c59c77da-7496-457c-b84a-929a5ea891b1,280.62,2024-03-22 10:33:32,credit card,toys & games,1,41,South Heatherborough,desktop,217.78.119.79,"10567 Gregory Meadow
West Krystal, IL 77962","10567 Gregory Meadow
West Krystal, IL 77962",0,75,10
7434227a-2c76-4436-a367-8c270a8b55a7,df4a754b-78ed-4cea-9295-838fdab32d0b,39.93,2024-03-04 20:20:37,PayPal,home & garden,5,41,Stephenhaven,tablet,15.145.178.33,"409 Lisa Crossroad
Donaldfurt, IN 91577","409 Lisa Crossroad
Donaldfurt, IN 91577",0,248,20
9c440f42-1130-44e6-8903-c65ff77da520,41762f90-15f2-4d69-a5fc-253c785c7b14,220.26,2024-01-11 11:30:26,PayPal,clothing,5,45,Mcdonaldview,desktop,33.186.235.201,"18923 Austin Junction Suite 411
Sylviamouth, GU 88477","18923 Austin Junction Suite 411
Sylviamouth, GU 88477",0,283,11
76581b04-e817-4484-b49e-a71c07215efe,6573cbc3-fca5-44fa-986f-d005e404fd4a,150.55,2024-02-10 15:02:09,debit card,electronics,4,30,New Ashley,mobile,161.201.222.71,"32940 Walters Squares
Jessicastad, CT 15436","3490 Floyd Course
North Juanside, OH 74673",0,306,15
caf87d7b-30dd-43c9-9ce6-0a3ba9c65dd7,6a062927-86f8-45c4-a465-ad5589e1f90b,51.16,2024-02-17 10:14:34,bank transfer,health & beauty,1,35,South Juliemouth,mobile,198.232.123.178,"839 Anna Islands Suite 674
Lake Evanmouth, MN 90761","839 Anna Islands Suite 674
Lake Evanmouth, MN 90761",0,165,10
c2dcf32b-b0f8-4d51-8d31-30e2747c95ea,47211a05-1830-419f-adc8-60d1de8a0e25,32.99,2024-03-26 17:17:55,bank transfer,health & beauty,4,35,New Douglas,tablet,169.222.40.16,"1186 Francis Island
Crystalchester, NV 83526","29147 Jarvis Manors Apt. 176
Gilbertshire, OK 42200",0,213,17
ae15ba51-0438-44ee-91a1-d49206d6ee37,30eb69e9-970d-4ab9-ae7a-189d3c218ef0,152.71,2024-03-13 02:14:01,credit card,toys & games,5,32,West Joshualand,mobile,20.97.103.136,"43845 Kristine Ville Apt. 147
Port Monica, DC 92110","43845 Kristine Ville Apt. 147
Port Monica, DC 92110",0,300,2
360b8710-dcd5-484a-a364-06ca236124a5,a72db112-ef6d-4f8a-b4af-43cfaee32ce2,125.44,2024-02-22 09:11:52,bank transfer,toys & games,4,48,South David,desktop,98.245.17.81,"PSC 4819, Box 3109
APO AP 81405","19019 Williams Estate Suite 554
East Jamesport, FL 01727",0,355,9
a3385eb1-3efd-42e5-a636-1966d14b3a6c,3c4702ee-7359-461e-98bc-ad48698b3fbc,248.6,2024-01-19 04:48:14,bank transfer,home & garden,3,34,Tylerhaven,mobile,108.20.191.148,"604 Ward Corner Suite 777
Lake Tina, DE 48715","604 Ward Corner Suite 777
Lake Tina, DE 48715",1,283,2
1818d6e7-6650-4edb-bcf7-409025004013,0badb407-7c44-43ff-8208-57fb780acce8,511.18,2024-01-15 17:20:49,PayPal,health & beauty,2,40,East George,tablet,104.229.231.201,"87797 Kayla Trail
Nicoleland, OH 23000","87797 Kayla Trail
Nicoleland, OH 23000",0,60,17
8e6f4e24-ada8-41c5-95f2-637b77d88f0d,e78e15bd-9068-48aa-9c63-ea32f4714a0e,105.92,2024-03-09 04:56:10,bank transfer,health & beauty,4,38,Lake William,tablet,91.86.169.220,"5957 Robert Forest Apt. 635
Joelfurt, MH 14291","5957 Robert Forest Apt. 635
Joelfurt, MH 14291",0,199,4
026b8096-d45b-41ae-87fd-f10d713d6476,f8ef7b96-9c06-429b-9556-aa9ff5322b6b,406.08,2024-04-05 17:33:23,PayPal,clothing,4,41,Port Jessicaland,mobile,2.38.11.137,"37565 Thomas Viaduct Apt. 648
South Josephview, RI 55126","94467 Ashley Locks
New Donald, AK 77135",0,251,17
3cfbae4c-bf1a-4a29-9ab2-d95186aeea43,89a511ce-ea24-47b4-b5ba-c748bf7827c3,89.38,2024-01-15 12:58:32,bank transfer,toys & games,2,38,Davidside,tablet,200.221.159.32,"9035 Casey Shores Apt. 277
South Claire, WY 13154","9035 Casey Shores Apt. 277
South Claire, WY 13154",0,8,12
0514519f-0ac5-4980-bfa4-1ea5d19f7597,de82af8b-b36b-4454-9c13-9301195de5bd,121.18,2024-03-11 06:57:49,bank transfer,toys & games,5,17,New Jessica,desktop,116.143.15.180,"260 Erin Mill Apt. 617
South Stanleyland, GA 05999","260 Erin Mill Apt. 617
South Stanleyland, GA 05999",0,289,6
63d4eab9-aebd-49ec-ad7e-787aa1205cee,806376c2-d623-4249-abb3-5ec655598695,124.89,2024-03-18 10:58:58,debit card,clothing,3,40,North Lindsay,desktop,194.113.98.36,"7274 Joseph Pike Apt. 282
Delgadoshire, ME 36218","7274 Joseph Pike Apt. 282
Delgadoshire, ME 36218",0,38,10
681d4251-ed60-420b-b243-607250e3bdf2,1c609e45-7963-457b-86cc-e48090fbc8c2,241.26,2024-02-09 14:01:18,bank transfer,health & beauty,3,47,Cassandraport,tablet,141.81.171.197,"USNS Thomas
FPO AE 65677","USNS Thomas
FPO AE 65677",0,231,14
9d2ea8fa-a061-4025-8d7e-6971693eb70e,2903a8f8-cb6b-48ea-85f8-aae45436ed7e,118.3,2024-03-30 11:51:41,debit card,health & beauty,4,30,Justinview,desktop,98.86.118.62,"42536 Parrish Summit
Port Maryland, CO 90338","42536 Parrish Summit
Port Maryland, CO 90338",0,27,11
5e627830-bf4e-4b83-8fe8-2c64fb96eea6,d0ff1487-4b98-4cb9-acf3-d0500a453381,56.47,2024-02-28 09:48:56,credit card,toys & games,2,48,Fisherport,tablet,113.65.238.153,"89202 Davis Pike
Hicksport, GA 61758","89202 Davis Pike
Hicksport, GA 61758",0,162,9
f1497b48-c67d-496a-ba64-15d9d57cdf10,37f0d6ce-79d1-4aeb-9b7d-5f2595fb843b,90.73,2024-03-01 10:03:13,PayPal,clothing,1,34,Ortizburgh,desktop,19.211.149.113,"8174 Rivera Branch
Lake Jessica, AS 71594","8174 Rivera Branch
Lake Jessica, AS 71594",0,257,10
f774673f-e0d4-4478-b2cb-2d4dbeb2ca5e,cb0ccfe4-685c-4e4c-971b-bd1fc22aa712,30.18,2024-02-23 06:34:30,debit card,electronics,2,31,West Brianmouth,mobile,64.106.102.145,"47767 Vazquez Islands
Fernandezburgh, MA 40401","47767 Vazquez Islands
Fernandezburgh, MA 40401",0,91,6
9a458bbf-42cc-49b6-b882-38a5f0cb0ae3,f7af952f-a595-42ff-bee0-0de0a5118741,51.4,2024-02-24 01:52:21,debit card,health & beauty,2,28,Smithside,mobile,140.79.227.132,"27265 Katherine Well Suite 095
Baldwinshire, VI 33248","27265 Katherine Well Suite 095
Baldwinshire, VI 33248",1,25,1
c5757d08-06c7-47cb-8eb0-205fb2f3d71b,d789bdca-3eb5-4abf-94b7-a2f03b31c962,170.62,2024-02-22 13:47:08,PayPal,home & garden,1,25,Shawnafurt,tablet,164.76.190.127,"319 Rogers Mountains
Port Theresatown, OH 09663","319 Rogers Mountains
Port Theresatown, OH 09663",0,338,13
a4eaba05-2e70-4210-84bc-b23a1990e689,79df23a7-30a2-4f2a-b2ff-df5c0f9d75a4,203.1,2024-02-04 08:21:31,debit card,electronics,5,38,South Vanessa,desktop,107.13.63.202,"7828 Powell Wells
Miguelville, MI 06976","7828 Powell Wells
Miguelville, MI 06976",1,46,8
4b88e237-fe2c-4d05-82ae-acc9900531d6,57782f3e-102e-4ebf-a9dc-cce7dc39df52,388.25,2024-03-16 04:35:23,debit card,clothing,5,30,Port Ryan,tablet,113.186.161.234,"857 Miller Valley
Lake Emilybury, OR 71777","857 Miller Valley
Lake Emilybury, OR 71777",0,119,4
f99805ed-1f37-47a9-a309-32c6b65e11e6,62bfcedd-1854-4717-837c-fa33a9538551,238.11,2024-03-07 03:05:50,PayPal,health & beauty,1,35,Lisaville,tablet,187.234.177.136,"284 Garcia Gateway
Victoriatown, KY 74370","284 Garcia Gateway
Victoriatown, KY 74370",0,191,3
